,Unnamed: 0,species,id,name,sex,accuracy,birthYear,acquisition,originDate,originLocation,transfers,currently,status,statusDate,COD,entryDate,timespent
1283,1284,Bottlenose,NOA0005308,Duke,M,estimate,1980,Rescue,1980-04-27,Unknown,,"Gulfarium, Gulf Exhibition Corp",Died,1980-05-14,KLEBSIELLA PNEUMONIA,1980-04-27,17.0
1284,1285,Bottlenose,NOA0005309,Sheba,F,estimate,1975,Capture,1980-06-18,Unknown,,"Gulfarium, Gulf Exhibition Corp",Died,1985-12-12,BRIAN HEMORRHAGE,1980-06-18,2003.0
1285,1286,Bottlenose,NOA0005310,Fatima,F,estimate,1973,Capture,1980-06-18,Unknown,,"Gulfarium, Gulf Exhibition Corp",Died,1985-10-07,COLIC,1980-06-18,1937.0
1286,1287,Bottlenose,NOA0005311,Samson,M,estimate,1974,Capture,1980-06-18,Unknown,,"Gulfarium, Gulf Exhibition Corp",Died,1985-06-04,DIED OF SHOCK DURING TREATMENT,1980-06-18,1812.0
1287,1288,Bottlenose,NOA0005334,Toni,F,estimate,1976,Capture,1984-07-03,Unknown,,"Gulfarium, Gulf Exhibition Corp",Released,1984-08-26,,1984-07-03,54.0
1288,1289,Bottlenose,NOA0005338,Prince (Pearl),M,estimate,1979,Capture,1985-12-08,Unknown,,"Gulfarium, Gulf Exhibition Corp",Died,2004-09-18,peracute bacterial septicema,1985-12-08,6859.0
1289,1290,Bottlenose,NOA0005340,Cindy,F,estimate,1981,Capture,1987-12-30,Unknown,,"Gulfarium, Gulf Exhibition Corp",Died,1993-11-12,HEPATIC FAILURE; (CALF IN UTERO),1987-12-30,2144.0
1290,1291,Bottlenose,NOA0005347,Lybra,F,estimate,1984,Capture,1988-06-13,Unknown,,"Gulfarium, Gulf Exhibition Corp",Died,1993-06-30,"CEREBRAL ZYGOMYCOSIS, PERACUTE",1988-06-13,1843.0
1291,1292,Bottlenose,NOA0005348,Cody,M,actual,1989,Born,1989-05-10,Unknown,,"Gulfarium, Gulf Exhibition Corp",Died,1989-09-25,BACTEREMIA/SEPTICEMIA; PNEUMONIA,1989-05-10,138.0
1292,1293,Bottlenose,NOA0005355,April,F,estimate,1991,Rescue,1991-04-05,Unknown,,"Gulfarium, Gulf Exhibition Corp",Died,1993-08-26,SEPTICEMIA/PULMONARY & BRAIN ABSCESSES,1991-04-05,874.0
1293,1294,Pantropical Spotted,NOA0005437,Kiwi,F,estimate,1993,Rescue,1993-09-06,Unknown,,"Gulfarium, Gulf Exhibition Corp",Died,2010-02-27,respitory failure,1993-09-06,6018.0
1294,1295,Pantropical Spotted,NOA0005818,Daphne,F,estimate,1998,Rescue,1998-06-25,Unknown,,"Gulfarium, Gulf Exhibition Corp",Died,2007-04-23,axonopathy,1998-06-25,3224.0
1295,1296,Atlantic Spotted,NOA0006276,Hurricane,M,estimate,2004,Rescue,2004-09-28,Unknown,,"Gulfarium, Gulf Exhibition Corp",Died,2007-04-24,necrotizing pancreatitis,2004-09-28,938.0
1296,1297,Bottlenose,NOA0006361,@ RiverheadFound.,F,estimate,2005,Rescue,2006-09-27,Unknown,,"Gulfarium, Gulf Exhibition Corp",Died,2010-09-29,bacterial meningitis,2006-09-27,1463.0
1297,1298,Bottlenose,NOA0001361,Kea,F,estimate,1965,Capture,1969-02-15,Unknown,,Kewalo Basin Marine Mammal Laboratory,Released,1977-05-27,,1969-02-15,3023.0
1298,1299,Bottlenose,NOA0001362,Nana,F,estimate,1957,Capture,1969-02-15,Unknown,,Kewalo Basin Marine Mammal Laboratory,Died,1970-06-15,SKIN ERUPTIONS,1969-02-15,485.0
1300,1301,Bottlenose,NOA0001366,Elele,F,estimate,1985,Capture,1986-07-16,Unknown,,Kewalo Basin Marine Mammal Laboratory,Died,2000-12-16,Clostridial Enteritis and Enterotoxemia,1986-07-16,5267.0
1301,1302,Bottlenose,NOA0001368,None,F,actual,1994,Born,1994-04-01,Unknown,,Kewalo Basin Marine Mammal Laboratory,Died,1994-04-01,STILLBORN,1994-04-01,0.0
1302,1303,Bottlenose,NOA0005438,None (Neonate),M,actual,,Born,1995-04-19,Unknown,,Kewalo Basin Marine Mammal Laboratory,Died,1995-04-24,ASPIRATED AMNIOTIC FLUID; PATENT UMBILICUS,1995-04-19,5.0
1303,1304,Bottlenose,NOA0005490,None,M,actual,1995,Born,1995-06-05,Unknown,,Kewalo Basin Marine Mammal Laboratory,Died,1995-06-05,"Cephalic presentation, lung uninflated.",1995-06-05,0.0
1304,1305,Bottlenose,NOA0001364,Phoenix,F,estimate,1976,Capture,1978-06-09,Unknown,,Kewalo Basin Marine Mammal Laboratory,Died,2004-01-10,Lung Inflamation; possible disseminate cancer,1978-06-09,9346.0
1305,1306,Bottlenose,NOA0001365,Akeakamai,F,estimate,1976,Capture,1978-06-09,Unknown,,Kewalo Basin Marine Mammal Laboratory,Died,2003-11-02,Metastatic Cancer,1978-06-09,9277.0
1306,1307,Bottlenose,NOA0001367,Hiapo,M,estimate,1985,Capture,1986-07-17,Unknown,,Kewalo Basin Marine Mammal Laboratory,Died,2004-02-24,died unexpectedly; undetermined,1986-07-17,6431.0
1307,1308,Bottlenose,NOA0001288,How,M,estimate,,Capture,1987-06-16,Unknown,,Horizons West LTD DBA Marine Life Aquarium,Died,1997-08-02,Chronic inflamatory disease,1987-06-16,3700.0
1308,1309,Bottlenose,NOA0004524,Tiger,F,estimate,1949,Capture,1964-11-15,Unknown,,Institute for Marine Sciences,Died,1995-05-28,Possibly due to complications of a Pseudomonas aeruginosapneumonia.,1964-11-15,11151.0
1309,1310,Bottlenose,NOA0004525,Mabel,F,estimate,1954,Capture,1964-12-15,Unknown,,Institute for Marine Sciences,Died,1995-08-10,CHRONIC LIVER FAILURE COMPLICATED BYCHRONIC RESPIRATORY INFECTION,1964-12-15,11195.0
1310,1311,Bottlenose,NOA0004526,Penny,F,estimate,1961,Capture,1967-06-01,Unknown,,Institute for Marine Sciences,Died,1995-11-07,FIBRINOUS PERITONITIS WITH CHRONIC LIVERFAILURE & PNEUMONIA,1967-06-01,10386.0
1311,1312,Bottlenose,NOA0004527,Squirt,F,estimate,1960,Capture,1970-06-01,Unknown,,Institute for Marine Sciences,Died,1994-11-03,HEPATIC DISEASE & PULMONARY CONGESTION,1970-06-01,8921.0
1312,1313,Bottlenose,NOA0004528,Dimples Ii,M,estimate,1965,Capture,1970-06-01,Unknown,,Institute for Marine Sciences,Released,1996-01-08,,1970-06-01,9352.0
1313,1314,Bottlenose,NOA0004532,Trouble,M,actual,,Born,1987-06-28,Unknown,,Institute for Marine Sciences,Died,1994-09-24,BRONCHOPNEUMONIA AND LIVER DISEASE,1987-06-28,2645.0
1314,1315,Bottlenose,NOA0004530,Tag,F,actual,1987,Born,1987-07-11,Unknown,,Institute for Marine Sciences,Released,1996-01-08,,1987-07-11,3103.0
1315,1316,Bottlenose,NOA0004531,Delta,F,estimate,1986,Capture,1988-01-28,Unknown,,Institute for Marine Sciences,Released,1996-01-08,,1988-01-28,2902.0
1316,1317,Bottlenose,NOA0004533,Echo,M,actual,,Born,1990-01-19,Unknown,,Institute for Marine Sciences,Released,1996-01-08,,1990-01-19,2180.0
1317,1318,Bottlenose,NOA0004534,Spirit,F,actual,,Born,1991-10-20,Unknown,,Institute for Marine Sciences,Released,1996-01-08,,1991-10-20,1541.0
1318,1319,Bottlenose,NOA0004535,Apollo,M,actual,,Born,1992-06-20,Unknown,,Institute for Marine Sciences,Released,1996-01-08,,1992-06-20,1297.0
1319,1320,Bottlenose,NOA0004536,Polito,M,actual,,Born,1995-02-28,Unknown,,Institute for Marine Sciences,Released,1996-01-08,,1995-02-28,314.0
1322,1323,Bottlenose,NOA0000939,Unnamed,M,actual,,Born,1986-03-14,Unknown,,Kahala Mandarin Oriental Hawaii,Died,1986-03-14,Premature/Still birth,1986-03-14,0.0
1323,1324,Bottlenose,NOA0000940,Unnamed,M,actual,,Born,1988-03-28,Unknown,,Kahala Mandarin Oriental Hawaii,Died,1988-03-29,Premature/Still birth,1988-03-28,1.0
1325,1326,Bottlenose,NOA0000938,Maka,M,estimate,1973,Capture,1977-06-16,Unknown,,Sea Life Park Hawaii,Died,2002-01-05,fungal encephalitis,1977-06-16,8969.0
1326,1327,Bottlenose,NOA0000486,Tessie,F,estimate,1974,Capture,1979-05-15,Unknown,,"Gulfarium, Gulf Exhibition Corp",Died,2006-12-31,zygomycosis,1979-05-15,10092.0
1327,1328,Bottlenose,NOA0001292,,F,unknown,,Capture,1983-07-21,Unknown,,Physiological Research Laboratory,Released,1983-10-01,,1983-07-21,72.0
1328,1329,Bottlenose,NOA0004695,Nosey,F,estimate,1966,Capture,1973-10-20,Unknown,,Waltzing Waters Aquarium,Died,1978-09-15,SHOCK,1973-10-20,1791.0
1329,1330,Bottlenose,NOA0004696,Cris,M,estimate,1971,Capture,1975-04-01,Unknown,,Waltzing Waters Aquarium,Died,1976-03-15,PNEUMONIA,1975-04-01,349.0
1330,1331,Bottlenose,NOA0004697,Bo,M,estimate,1951,Capture,1976-03-31,Unknown,,Waltzing Waters Aquarium,Died,1977-02-07,INFECTION/AGE,1976-03-31,313.0
1331,1332,Bottlenose,NOA0004699,T.J.,M,estimate,1970,Capture,1977-07-12,Unknown,,Waltzing Waters Aquarium,Died,1979-02-11,PNEUMONIA,1977-07-12,579.0
1332,1333,Bottlenose,NOA0004702,Rose,F,estimate,1966,Capture,1979-02-12,Unknown,,Waltzing Waters Aquarium,Died,1981-08-04,FIBRINOUS PNEUMONIA,1979-02-12,904.0
1333,1334,Bottlenose,NOA0000436,Judy,F,estimate,1968,Capture,1972-11-15,Unknown,,Animal Wonderland,Died,1980-01-30,HEPATIC NECROSIS,1972-11-15,2632.0
1334,1335,Bottlenose,NOA0000439,Stiches,M,estimate,1967,Capture,1972-06-01,Unknown,,Animal Wonderland,Died,1979-06-09,LIVER ABSCESS,1972-06-01,2564.0
1335,1336,Bottlenose,NOA0000433,Eddie,M,estimate,1968,Capture,1972-06-01,Unknown,,Aquatic Mammal Enterprises,Died,1978-01-31,STOMACH IMPACTION,1972-06-01,2070.0
1336,1337,Bottlenose,NOA0000480,Squeaky,M,estimate,1973,Capture,1978-10-21,Unknown,,Great America (Paramount's),Died,1990-04-20,Subacute Bronchopneumonia,1978-10-21,4199.0
1337,1338,Bottlenose,NOA0000609,Unnamed,F,actual,1990,Born,1990-11-02,Unknown,,Great America (Paramount's),Died,1990-11-10,UNKNOWN,1990-11-02,8.0
1338,1339,Bottlenose,NOA0006187,Cayenne,F,estimate,2003,Rescue,2004-03-03,Unknown,,"Gulfarium, Gulf Exhibition Corp",Died,2005-10-09,presumed pneumonia; pathology not submitted,2004-03-03,585.0
1339,1340,Bottlenose,NOA0000460,Bubbles,F,estimate,1971,Capture,1975-05-10,Unknown,,Hershey Park,Died,1978-07-12,Pneumonia; Gastric Foreign Bodies,1975-05-10,1159.0
1340,1341,Bottlenose,NOA0000434,Buddy,M,estimate,1969,Capture,1972-06-01,Unknown,,Hershey Park,Died,1988-05-21,PNEUMONIA,1972-06-01,5833.0
1341,1342,Bottlenose,NOA0000548,Barbie,F,estimate,1978,Capture,1982-06-28,Unknown,,Kings Dominion,Died,1986-06-04,Hemorrhagic Pneumonia,1982-06-28,1437.0
1342,1343,Bottlenose,NOA0000560,,M,actual,,Born,1986-05-22,Unknown,,Kings Dominion,Died,1986-05-27,PNEUMONIA,1986-05-22,5.0
1343,1344,Bottlenose,NOA0000566,Wally,M,estimate,1984,Capture,1986-07-16,Unknown,,Knott's Berry Farm,Died,1994-01-28,UNDETERMINED,1986-07-16,2753.0
1344,1345,Bottlenose,NOA0000444,Martin,M,estimate,1969,Capture,1972-06-01,Unknown,,Libertyland,Died,1976-09-04,Pneumonia,1972-06-01,1556.0
1345,1346,Bottlenose,NOA0000471,Sal,M,estimate,1972,Capture,1977-10-05,Unknown,,Marine Life Aquarium,Died,1985-04-24,Acute Pneumonia,1977-10-05,2758.0
1346,1347,Bottlenose,NOA0000432,Roadmap,M,estimate,1970,Capture,1972-06-01,Unknown,,Marine Life Oceanarium,Died,1977-06-12,"HEPATITIS, PANCREATITIS",1972-06-01,1837.0
1347,1348,Bottlenose,NOA0000435,Sparkle,F,estimate,1970,Capture,1972-06-01,Unknown,,Marine Life Oceanarium,Died,1975-12-31,PNEUMONIA,1972-06-01,1308.0
1348,1349,Bottlenose,NOA0000438,Dpj,M,estimate,1970,Capture,1972-08-26,Unknown,,Marine Life Oceanarium,Died,1986-07-28,STAPHYLOCOCCUS INFECTION,1972-08-26,5084.0
1349,1350,Bottlenose,NOA0000440,Tarzan,M,estimate,1965,Capture,1972-12-08,Unknown,,Marine Life Oceanarium,Died,1990-08-21,"HEPATIC DEGENERATION, PNEUMONIA",1972-12-08,6465.0
1350,1351,Bottlenose,NOA0000441,Jeckle,M,estimate,1969,Capture,1972-05-21,Unknown,,Marine Life Oceanarium,Died,1982-03-22,CHRONIC PNEUMONIA,1972-05-21,3592.0
1351,1352,Bottlenose,NOA0000442,Heckle,M,estimate,1969,Capture,1972-06-01,Unknown,,Marine Life Oceanarium,Died,1976-11-19,PNEUMONIA; GASTRIC FOREIGN BODIES,1972-06-01,1632.0
1352,1353,Bottlenose,NOA0000443,Rowan,M,estimate,1969,Capture,1972-08-01,Unknown,,Marine Life Oceanarium,Died,1995-12-26,"Chronic pleuritis, old age",1972-08-01,8547.0
1353,1354,Bottlenose,NOA0000446,Zack (Clyde),M,estimate,1970,Capture,1972-06-01,Unknown,,Marine Life Oceanarium,Died,1977-03-23,GASTRIC ULCERS,1972-06-01,1756.0
1354,1355,Bottlenose,NOA0000447,Pepper,F,estimate,1967,Capture,1971-10-30,Unknown,,Marine Life Oceanarium,Died,1994-11-01,CHRONIC FIBRINOPURULENTBRONCHOPNEUMONIA,1971-10-30,8403.0
1355,1356,Bottlenose,NOA0000449,Princess,F,estimate,1962,Capture,1972-06-01,Unknown,,Marine Life Oceanarium,Died,1978-08-13,PNEUMONIA,1972-06-01,2264.0
1356,1357,Bottlenose,NOA0000452,Dondi,M,estimate,1943,Unknown,1946-01-01,Unknown,,Marine Life Oceanarium,Died,1976-11-06,PNEUMONIA,1946-01-01,11267.0
1357,1358,Bottlenose,NOA0000454,Jenny,F,estimate,1961,Unknown,1964-01-01,Unknown,,Marine Life Oceanarium,Died,1990-07-17,CHRONIC BRONCHOPNEUMONIA,1964-01-01,9694.0
1358,1359,Bottlenose,NOA0000456,Julie,F,estimate,1973,Capture,1975-05-05,Unknown,,Marine Life Oceanarium,Died,1977-09-24,HEPATITIS; FOREIGN BODY INJESTION,1975-05-05,873.0
1359,1360,Bottlenose,NOA0000457,Jake,M,estimate,1971,Capture,1975-05-09,Unknown,,Marine Life Oceanarium,Died,1979-07-01,LIVER DEGENER,1975-05-09,1514.0
1360,1361,Bottlenose,NOA0000458,Silver,M,estimate,1972,Capture,1975-05-10,Unknown,,Marine Life Oceanarium,Died,1985-11-12,CHRONIC PURULENT PNEUMONIA,1975-05-10,3839.0
1361,1362,Bottlenose,NOA0000459,Koko,M,estimate,1971,Capture,1975-05-10,Unknown,,Marine Life Oceanarium,Released,1975-05-23,,1975-05-10,13.0
1362,1363,Bottlenose,NOA0000461,Pretty Girl,F,unknown,,Capture,1975-05-10,Unknown,,Marine Life Oceanarium,Died,1975-05-21,HEMORRHAGIC PNEUMONIA,1975-05-10,11.0
1363,1364,Bottlenose,NOA0000462,Freckles,F,estimate,1970,Capture,1975-05-10,Unknown,,Marine Life Oceanarium,Died,1989-08-24,CHRONIC RECURRING PNEUMONIA,1975-05-10,5220.0
1364,1365,Bottlenose,NOA0000463,Dixon,M,estimate,1972,Capture,1975-10-19,Unknown,,Marine Life Oceanarium,Released,1975-11-05,,1975-10-19,17.0
1365,1366,Bottlenose,NOA0000465,Pye,F,estimate,1972,Capture,1976-04-08,Unknown,,Marine Life Oceanarium,Died,1988-03-08,CHRONIC PNEUMONIA RENAL FAILURE,1976-04-08,4352.0
1366,1367,Bottlenose,NOA0000466,Sweetie,F,unknown,,Capture,1976-04-08,Unknown,,Marine Life Oceanarium,Died,1977-01-19,PANCREATITIS,1976-04-08,286.0
1367,1368,Bottlenose,NOA0000467,Mathildaa,F,estimate,1975,Capture,1977-05-09,Unknown,,Marine Life Oceanarium,Died,1978-11-01,LUNG ABSCESS,1977-05-09,541.0
1368,1369,Bottlenose,NOA0000468,,F,unknown,,Capture,1977-05-09,Unknown,,Marine Life Oceanarium,Died,1977-08-17,GROSS LESIONS,1977-05-09,100.0
1369,1370,Bottlenose,NOA0000469,Anna,F,estimate,1974,Capture,1977-05-09,Unknown,,Marine Life Oceanarium,Died,1978-12-04,LUNG ABSCESS,1977-05-09,574.0
1370,1371,Bottlenose,NOA0000470,Gipper,M,estimate,1973,Capture,1977-05-13,Unknown,,Marine Life Oceanarium,Died,1985-07-13,MYCOTIC TRACHEITIS,1977-05-13,2983.0
1371,1372,Bottlenose,NOA0000472,,F,unknown,,Capture,1977-05-13,Unknown,,Marine Life Oceanarium,Died,1977-05-13,DURING CAPTURE,1977-05-13,0.0
1372,1373,Bottlenose,NOA0000473,Kai,M,estimate,1973,Capture,1978-04-24,Unknown,,Marine Life Oceanarium,Died,1979-09-09,PNEUMONIA,1978-04-24,503.0
1373,1374,Bottlenose,NOA0000478,Sky,F,estimate,1975,Capture,1978-10-21,Unknown,,Marine Life Oceanarium,Died,1980-11-17,PNEUMONIA; LIVER DEGENERATION,1978-10-21,758.0
1374,1375,Bottlenose,NOA0000479,Magoo,M,estimate,1975,Capture,1978-10-21,Unknown,,Marine Life Oceanarium,Died,1986-10-17,MYCOTIC GRANULOMATOUS PNEUMONIA,1978-10-21,2918.0
1375,1376,Bottlenose,NOA0000481,Bashful,M,estimate,1973,Capture,1978-10-21,Unknown,,Marine Life Oceanarium,Died,2006-08-31,not reported - date and cause of death unknown,1978-10-21,10176.0
1376,1377,Bottlenose,NOA0000482,Cosmos,M,estimate,1974,Capture,1979-05-05,Unknown,,Marine Life Oceanarium,Died,1999-07-15,Heart failure,1979-05-05,7376.0
1377,1378,Bottlenose,NOA0000483,,F,estimate,1974,Capture,1979-05-05,Unknown,,Marine Life Oceanarium,Died,1979-06-13,HEMORRHAGIC PNEUMONIA,1979-05-05,39.0
1378,1379,Bottlenose,NOA0000484,Lani,F,estimate,1976,Capture,1979-05-11,Unknown,,Marine Life Oceanarium,Died,1985-12-16,TOXEMIA SEPTICEMIA DYSTOCIA,1979-05-11,2411.0
1379,1380,Bottlenose,NOA0000487,(Not Named),F,unknown,,Capture,1979-05-15,Unknown,,Marine Life Oceanarium,Died,1979-05-15,CAPTURE SHOCK,1979-05-15,0.0
1380,1381,Bottlenose,NOA0000488,Bandit,M,estimate,1976,Capture,1979-08-25,Unknown,,Marine Life Oceanarium,Died,1979-12-22,PNEUMONIA,1979-08-25,119.0
1381,1382,Bottlenose,NOA0000489,Leana,F,estimate,1975,Capture,1979-10-07,Unknown,,Marine Life Oceanarium,Died,1997-05-16,Pneumonia,1979-10-07,6431.0
1382,1383,Bottlenose,NOA0000490,Cleopatra,F,estimate,1975,Capture,1979-10-07,Unknown,,Marine Life Oceanarium,Died,1986-10-25,ULCERATIVE GASTRITIS,1979-10-07,2575.0
1383,1384,Bottlenose,NOA0000491,Noah,M,estimate,1973,Capture,1979-10-07,Unknown,,Marine Life Oceanarium,Died,1983-12-25,CHRONIC PLEURITIS AND ACUTE PNEUMONIA,1979-10-07,1540.0
1384,1385,Bottlenose,NOA0000492,Sampson,M,estimate,1975,Capture,1979-10-28,Unknown,,Marine Life Oceanarium,Died,1987-03-27,"CHRONIC ABSCESSING, PNEUMONIA",1979-10-28,2707.0
1385,1386,Bottlenose,NOA0000493,,F,unknown,,Capture,1979-10-28,Unknown,,Marine Life Oceanarium,Released,1979-11-05,,1979-10-28,8.0
1386,1387,Bottlenose,NOA0000494,Thor,M,estimate,1975,Capture,1979-10-28,Unknown,,Marine Life Oceanarium,Died,1987-06-18,ACUTE PNEUMONIA & PULMONARY EDEMA,1979-10-28,2790.0
1387,1388,Bottlenose,NOA0000496,Cooter,M,estimate,1976,Capture,1980-05-31,Unknown,,Marine Life Oceanarium,Died,1993-03-03,SEPTICEMIA,1980-05-31,4659.0
1388,1389,Bottlenose,NOA0000497,(Not Named),F,estimate,1979,Capture,1980-05-31,Unknown,,Marine Life Oceanarium,Died,1980-05-31,CAPTURE SHOCK,1980-05-31,0.0
1389,1390,Bottlenose,NOA0000498,Cindy,F,estimate,1977,Capture,1980-06-14,Unknown,,Marine Life Oceanarium,Died,1983-06-30,RESPIRATORY INFECTION/ASPHYXIATION,1980-06-14,1111.0
1390,1391,Bottlenose,NOA0000540,Mardi,M,actual,1981,Born,1981-03-02,Unknown,,Marine Life Oceanarium,Died,1988-09-18,"SCHOLEOSIS, PANCREATITIS, HEPATITIS",1981-03-02,2757.0
1391,1392,Bottlenose,NOA0000545,,F,actual,1982,Born,1982-04-10,Unknown,,Marine Life Oceanarium,Died,1982-05-25,UNKNOWN,1982-04-10,45.0
1392,1393,Bottlenose,NOA0000546,Jody,F,estimate,1978,Capture,1982-06-28,Unknown,,Marine Life Oceanarium,Died,1985-08-29,ACTIVE BRONCHOPHEUMONIA,1982-06-28,1158.0
1393,1394,Bottlenose,NOA0000547,Ginger,F,estimate,1978,Capture,1982-06-28,Unknown,,Marine Life Oceanarium,Released,1982-07-25,,1982-06-28,27.0
1394,1395,Bottlenose,NOA0000549,Shawna,F,estimate,1978,Capture,1982-08-02,Unknown,,Marine Life Oceanarium,Died,1988-06-08,PNEUMONIA,1982-08-02,2137.0
1395,1396,Bottlenose,NOA0000551,X,F,actual,,Born,1983-01-17,Unknown,,Marine Life Oceanarium,Died,1983-01-17,Premature/Still birth,1983-01-17,0.0
1396,1397,Bottlenose,NOA0000552,X,M,unknown,,Capture,1983-06-22,Unknown,,Marine Life Oceanarium,Released,1983-07-19,,1983-06-22,27.0
1397,1398,Bottlenose,NOA0000553,,F,unknown,,Capture,1983-08-23,Unknown,,Marine Life Oceanarium,Died,1983-08-28,PERACUTE PNEUMONIA,1983-08-23,5.0
1398,1399,Bottlenose,NOA0000555,X,F,estimate,1979,Capture,1983-08-23,Unknown,,Marine Life Oceanarium,Released,1983-09-29,,1983-08-23,37.0
1399,1400,Bottlenose,NOA0000556,Dixie,F,actual,1983,Born,1983-12-01,Unknown,,Marine Life Oceanarium,Died,1984-12-01,ACUTE PNEUMONIA,1983-12-01,366.0
1400,1401,Bottlenose,NOA0000557,Unnamed Calf,F,actual,,Born,1986-01-28,Unknown,,Marine Life Oceanarium,Died,1986-02-04,HEPATIC NECROSIS,1986-01-28,7.0
1401,1402,Bottlenose,NOA0000559,Unnamed Calf,M,actual,1986,Born,1986-03-06,Unknown,,Marine Life Oceanarium,Died,1986-03-12,PERACUTE HEMOLYTIC PNEUMONIA,1986-03-06,6.0
1402,1403,Bottlenose,NOA0000569,April,F,actual,,Born,1986-04-29,Unknown,,Marine Life Oceanarium,Died,1986-12-05,CHRONIC ABSCESSING HEPATITIS,1986-04-29,220.0
1403,1404,Bottlenose,NOA0000586,Lea,F,estimate,1984,Capture,1987-08-20,Unknown,,Marine Life Oceanarium,Died,1993-03-07,LYMPHOSARCOMA,1987-08-20,2026.0
1404,1405,Bottlenose,NOA0000587,Unnamed,U,actual,,Born,1987-05-22,Unknown,,Marine Life Oceanarium,Died,1987-06-05,HEPATIC LIPIDOSIS,1987-05-22,14.0
1405,1406,Bottlenose,NOA0000592,Erica,F,estimate,1985,Capture,1988-05-06,Unknown,,Marine Life Oceanarium,Died,1990-03-30,"HEMORRHAGIC ENTERITIS, PANCREATITIS",1988-05-06,693.0
1406,1407,Bottlenose,NOA0000594,Scoobie,M,estimate,1985,Capture,1988-05-11,Unknown,,Marine Life Oceanarium,Died,1997-09-25,Heart Failure,1988-05-11,3424.0
1407,1408,Bottlenose,NOA0000601,Katie,F,estimate,1986,Capture,1989-04-06,Unknown,,Marine Life Oceanarium,Died,1998-09-30,"Pneumonia; chronic, obstructive, bronchitis & tracheitis",1989-04-06,3464.0
1408,1409,Bottlenose,NOA0000608,Jai,M,actual,,Born,1990-09-22,Unknown,,Marine Life Oceanarium,Died,1991-04-29,SEPTICEMIC ERYSIPELAS,1990-09-22,219.0
1409,1410,Bottlenose,NOA0000619,Ariel,F,actual,,Born,1991-03-20,Unknown,,Marine Life Oceanarium,Died,1997-02-07,Chronic purulent pneumonia,1991-03-20,2151.0
1410,1411,Bottlenose,NOA0000621,Unnamed,F,actual,,Born,1992-11-22,Unknown,,Marine Life Oceanarium,Died,1992-12-28,HEMORRHAGIC ENTERITIS,1992-11-22,36.0
1411,1412,Bottlenose,NOA0005610,Poseidon,M,actual,,Born,1996-06-14,Unknown,,Marine Life Oceanarium,Died,2000-06-27,Pneumonia,1996-06-14,1474.0
1412,1413,Bottlenose,NOA0005612,Baloo,M,actual,,Born,1996-06-26,Unknown,,Marine Life Oceanarium,Died,2006-08-31,not reported - date and cause of death unknown,1996-06-26,3718.0
1413,1414,Bottlenose,NOA0005693,Jacques Cousteau,M,actual,,Born,1997-06-18,Unknown,,Marine Life Oceanarium,Died,2002-11-29,Heart hyper contractile bands (cause unknown),1997-06-18,1990.0
1414,1415,Bottlenose,NOA0000565,Amber,F,estimate,1984,Capture,1986-07-16,Unknown,,Oklahoma City Zoological Trust,Died,1996-04-10,tracheitis,1986-07-16,3556.0
1415,1416,Bottlenose,NOA0000628,Harley,M,actual,1994,Born,1994-07-10,Unknown,,Oklahoma City Zoological Trust,Died,2000-06-07,septicemia,1994-07-10,2159.0
1416,1417,Bottlenose,NOA0000588,Sally G,F,estimate,1984,Capture,1987-09-03,Unknown,,Oklahoma City Zoological Trust,Died,1998-10-27,Acute pneumonia & Bacterial septicemia,1987-09-03,4072.0
1417,1418,Bottlenose,NOA0000453,Venus (Bonnie),F,estimate,1965,Unknown,1968-01-01,Unknown,,Oklahoma City Zoological Trust,Died,1990-05-18,Chronic Abscessing Pneumonia,1968-01-01,8173.0
1418,1419,Bottlenose,NOA0005894,Lily,F,actual,,Born,2000-05-31,Unknown,,Oklahoma City Zoological Trust,Died,2000-11-19,waiting for pathology results,2000-05-31,172.0
1419,1420,Bottlenose,NOA0000464,Luke,M,estimate,1972,Capture,1975-10-19,Unknown,,Porpoise Island,Died,1983-08-11,Severe Gastric Ulceration,1975-10-19,2853.0
1420,1421,Bottlenose,NOA0000450,Marie,F,estimate,1960,Capture,1972-06-01,Unknown,,Seven Seas-Hawaii Kai,Died,1976-04-22,Hepatic Degeneration,1972-06-01,1421.0
1421,1422,Bottlenose,NOA0000451,Cheryl,F,estimate,1961,Capture,1972-06-01,Unknown,,Seven Seas-Hawaii Kai,Died,1976-04-20,Hepatic Degeneration,1972-06-01,1419.0
1422,1423,Bottlenose,NOA0000437,Punch,F,estimate,1965,Capture,1972-06-01,Unknown,,Six Flags Great Adventure,Died,1978-11-17,LUNG ABSCESS,1972-06-01,2360.0
1423,1424,Bottlenose,NOA0000445,Salty,M,estimate,1969,Capture,1972-06-01,Unknown,,Six Flags Great Adventure,Died,1978-04-03,"Stress, Anorexia",1972-06-01,2132.0
1424,1425,Bottlenose,NOA0000568,Windy,F,estimate,1984,Capture,1986-07-24,Unknown,,Six Flags Mid America,Died,1991-05-16,Acute Interstitial Pneumonia,1986-07-24,1757.0
1425,1426,Bottlenose,NOA0000584,Nikki,F,estimate,1984,Capture,1987-08-19,Unknown,,Worlds of Fun,Died,1996-04-14,undetermined,1987-08-19,3161.0
1426,1427,Bottlenose,NOA0001269,Stormy,F,estimate,1978,Capture,1981-10-28,Unknown,,Marine Life Aquarium,Died,1984-11-30,PNEUMONIA,1981-10-28,1129.0
