,Unnamed: 0,species,id,name,sex,accuracy,birthYear,acquisition,originDate,originLocation,transfers,currently,status,statusDate,COD,entryDate,timespent,count
1310,1311,Bottlenose,NOA0004526,Penny,F,estimate,1961,Capture,1967-06-01,Unknown,,Institute for Marine Sciences,Died,1995-11-07,FIBRINOUS PERITONITIS WITH CHRONIC LIVERFAILURE & PNEUMONIA,1967-06-01,10386.0,1
1311,1312,Bottlenose,NOA0004527,Squirt,F,estimate,1960,Capture,1970-06-01,Unknown,,Institute for Marine Sciences,Died,1994-11-03,HEPATIC DISEASE & PULMONARY CONGESTION,1970-06-01,8921.0,1
1312,1313,Bottlenose,NOA0004528,Dimples Ii,M,estimate,1965,Capture,1970-06-01,Unknown,,Institute for Marine Sciences,Released,1996-01-08,,1970-06-01,9352.0,1
1315,1316,Bottlenose,NOA0004531,Delta,F,estimate,1986,Capture,1988-01-28,Unknown,,Institute for Marine Sciences,Released,1996-01-08,,1988-01-28,2902.0,1
1325,1326,Bottlenose,NOA0000938,Maka,M,estimate,1973,Capture,1977-06-16,Unknown,,Sea Life Park Hawaii,Died,2002-01-05,fungal encephalitis,1977-06-16,8969.0,1
1326,1327,Bottlenose,NOA0000486,Tessie,F,estimate,1974,Capture,1979-05-15,Unknown,,"Gulfarium, Gulf Exhibition Corp",Died,2006-12-31,zygomycosis,1979-05-15,10092.0,1
1327,1328,Bottlenose,NOA0001292,,F,unknown,,Capture,1983-07-21,Unknown,,Physiological Research Laboratory,Released,1983-10-01,,1983-07-21,72.0,1
1328,1329,Bottlenose,NOA0004695,Nosey,F,estimate,1966,Capture,1973-10-20,Unknown,,Waltzing Waters Aquarium,Died,1978-09-15,SHOCK,1973-10-20,1791.0,1
1329,1330,Bottlenose,NOA0004696,Cris,M,estimate,1971,Capture,1975-04-01,Unknown,,Waltzing Waters Aquarium,Died,1976-03-15,PNEUMONIA,1975-04-01,349.0,1
1330,1331,Bottlenose,NOA0004697,Bo,M,estimate,1951,Capture,1976-03-31,Unknown,,Waltzing Waters Aquarium,Died,1977-02-07,INFECTION/AGE,1976-03-31,313.0,1
1331,1332,Bottlenose,NOA0004699,T.J.,M,estimate,1970,Capture,1977-07-12,Unknown,,Waltzing Waters Aquarium,Died,1979-02-11,PNEUMONIA,1977-07-12,579.0,1
1332,1333,Bottlenose,NOA0004702,Rose,F,estimate,1966,Capture,1979-02-12,Unknown,,Waltzing Waters Aquarium,Died,1981-08-04,FIBRINOUS PNEUMONIA,1979-02-12,904.0,1
1333,1334,Bottlenose,NOA0000436,Judy,F,estimate,1968,Capture,1972-11-15,Unknown,,Animal Wonderland,Died,1980-01-30,HEPATIC NECROSIS,1972-11-15,2632.0,1
1334,1335,Bottlenose,NOA0000439,Stiches,M,estimate,1967,Capture,1972-06-01,Unknown,,Animal Wonderland,Died,1979-06-09,LIVER ABSCESS,1972-06-01,2564.0,1
1335,1336,Bottlenose,NOA0000433,Eddie,M,estimate,1968,Capture,1972-06-01,Unknown,,Aquatic Mammal Enterprises,Died,1978-01-31,STOMACH IMPACTION,1972-06-01,2070.0,1
1336,1337,Bottlenose,NOA0000480,Squeaky,M,estimate,1973,Capture,1978-10-21,Unknown,,Great America (Paramount's),Died,1990-04-20,Subacute Bronchopneumonia,1978-10-21,4199.0,1
1338,1339,Bottlenose,NOA0006187,Cayenne,F,estimate,2003,Rescue,2004-03-03,Unknown,,"Gulfarium, Gulf Exhibition Corp",Died,2005-10-09,presumed pneumonia; pathology not submitted,2004-03-03,585.0,1
1339,1340,Bottlenose,NOA0000460,Bubbles,F,estimate,1971,Capture,1975-05-10,Unknown,,Hershey Park,Died,1978-07-12,Pneumonia; Gastric Foreign Bodies,1975-05-10,1159.0,1
1340,1341,Bottlenose,NOA0000434,Buddy,M,estimate,1969,Capture,1972-06-01,Unknown,,Hershey Park,Died,1988-05-21,PNEUMONIA,1972-06-01,5833.0,1
1341,1342,Bottlenose,NOA0000548,Barbie,F,estimate,1978,Capture,1982-06-28,Unknown,,Kings Dominion,Died,1986-06-04,Hemorrhagic Pneumonia,1982-06-28,1437.0,1
1343,1344,Bottlenose,NOA0000566,Wally,M,estimate,1984,Capture,1986-07-16,Unknown,,Knott's Berry Farm,Died,1994-01-28,UNDETERMINED,1986-07-16,2753.0,1
1344,1345,Bottlenose,NOA0000444,Martin,M,estimate,1969,Capture,1972-06-01,Unknown,,Libertyland,Died,1976-09-04,Pneumonia,1972-06-01,1556.0,1
1345,1346,Bottlenose,NOA0000471,Sal,M,estimate,1972,Capture,1977-10-05,Unknown,,Marine Life Aquarium,Died,1985-04-24,Acute Pneumonia,1977-10-05,2758.0,1
1346,1347,Bottlenose,NOA0000432,Roadmap,M,estimate,1970,Capture,1972-06-01,Unknown,,Marine Life Oceanarium,Died,1977-06-12,"HEPATITIS, PANCREATITIS",1972-06-01,1837.0,1
1347,1348,Bottlenose,NOA0000435,Sparkle,F,estimate,1970,Capture,1972-06-01,Unknown,,Marine Life Oceanarium,Died,1975-12-31,PNEUMONIA,1972-06-01,1308.0,1
1348,1349,Bottlenose,NOA0000438,Dpj,M,estimate,1970,Capture,1972-08-26,Unknown,,Marine Life Oceanarium,Died,1986-07-28,STAPHYLOCOCCUS INFECTION,1972-08-26,5084.0,1
1349,1350,Bottlenose,NOA0000440,Tarzan,M,estimate,1965,Capture,1972-12-08,Unknown,,Marine Life Oceanarium,Died,1990-08-21,"HEPATIC DEGENERATION, PNEUMONIA",1972-12-08,6465.0,1
1350,1351,Bottlenose,NOA0000441,Jeckle,M,estimate,1969,Capture,1972-05-21,Unknown,,Marine Life Oceanarium,Died,1982-03-22,CHRONIC PNEUMONIA,1972-05-21,3592.0,1
1351,1352,Bottlenose,NOA0000442,Heckle,M,estimate,1969,Capture,1972-06-01,Unknown,,Marine Life Oceanarium,Died,1976-11-19,PNEUMONIA; GASTRIC FOREIGN BODIES,1972-06-01,1632.0,1
1352,1353,Bottlenose,NOA0000443,Rowan,M,estimate,1969,Capture,1972-08-01,Unknown,,Marine Life Oceanarium,Died,1995-12-26,"Chronic pleuritis, old age",1972-08-01,8547.0,1
1353,1354,Bottlenose,NOA0000446,Zack (Clyde),M,estimate,1970,Capture,1972-06-01,Unknown,,Marine Life Oceanarium,Died,1977-03-23,GASTRIC ULCERS,1972-06-01,1756.0,1
1354,1355,Bottlenose,NOA0000447,Pepper,F,estimate,1967,Capture,1971-10-30,Unknown,,Marine Life Oceanarium,Died,1994-11-01,CHRONIC FIBRINOPURULENTBRONCHOPNEUMONIA,1971-10-30,8403.0,1
1355,1356,Bottlenose,NOA0000449,Princess,F,estimate,1962,Capture,1972-06-01,Unknown,,Marine Life Oceanarium,Died,1978-08-13,PNEUMONIA,1972-06-01,2264.0,1
1358,1359,Bottlenose,NOA0000456,Julie,F,estimate,1973,Capture,1975-05-05,Unknown,,Marine Life Oceanarium,Died,1977-09-24,HEPATITIS; FOREIGN BODY INJESTION,1975-05-05,873.0,1
1359,1360,Bottlenose,NOA0000457,Jake,M,estimate,1971,Capture,1975-05-09,Unknown,,Marine Life Oceanarium,Died,1979-07-01,LIVER DEGENER,1975-05-09,1514.0,1
1360,1361,Bottlenose,NOA0000458,Silver,M,estimate,1972,Capture,1975-05-10,Unknown,,Marine Life Oceanarium,Died,1985-11-12,CHRONIC PURULENT PNEUMONIA,1975-05-10,3839.0,1
1361,1362,Bottlenose,NOA0000459,Koko,M,estimate,1971,Capture,1975-05-10,Unknown,,Marine Life Oceanarium,Released,1975-05-23,,1975-05-10,13.0,1
1362,1363,Bottlenose,NOA0000461,Pretty Girl,F,unknown,,Capture,1975-05-10,Unknown,,Marine Life Oceanarium,Died,1975-05-21,HEMORRHAGIC PNEUMONIA,1975-05-10,11.0,1
1363,1364,Bottlenose,NOA0000462,Freckles,F,estimate,1970,Capture,1975-05-10,Unknown,,Marine Life Oceanarium,Died,1989-08-24,CHRONIC RECURRING PNEUMONIA,1975-05-10,5220.0,1
1364,1365,Bottlenose,NOA0000463,Dixon,M,estimate,1972,Capture,1975-10-19,Unknown,,Marine Life Oceanarium,Released,1975-11-05,,1975-10-19,17.0,1
1365,1366,Bottlenose,NOA0000465,Pye,F,estimate,1972,Capture,1976-04-08,Unknown,,Marine Life Oceanarium,Died,1988-03-08,CHRONIC PNEUMONIA RENAL FAILURE,1976-04-08,4352.0,1
1366,1367,Bottlenose,NOA0000466,Sweetie,F,unknown,,Capture,1976-04-08,Unknown,,Marine Life Oceanarium,Died,1977-01-19,PANCREATITIS,1976-04-08,286.0,1
1367,1368,Bottlenose,NOA0000467,Mathildaa,F,estimate,1975,Capture,1977-05-09,Unknown,,Marine Life Oceanarium,Died,1978-11-01,LUNG ABSCESS,1977-05-09,541.0,1
1368,1369,Bottlenose,NOA0000468,,F,unknown,,Capture,1977-05-09,Unknown,,Marine Life Oceanarium,Died,1977-08-17,GROSS LESIONS,1977-05-09,100.0,1
1369,1370,Bottlenose,NOA0000469,Anna,F,estimate,1974,Capture,1977-05-09,Unknown,,Marine Life Oceanarium,Died,1978-12-04,LUNG ABSCESS,1977-05-09,574.0,1
1370,1371,Bottlenose,NOA0000470,Gipper,M,estimate,1973,Capture,1977-05-13,Unknown,,Marine Life Oceanarium,Died,1985-07-13,MYCOTIC TRACHEITIS,1977-05-13,2983.0,1
1371,1372,Bottlenose,NOA0000472,,F,unknown,,Capture,1977-05-13,Unknown,,Marine Life Oceanarium,Died,1977-05-13,DURING CAPTURE,1977-05-13,0.0,1
1372,1373,Bottlenose,NOA0000473,Kai,M,estimate,1973,Capture,1978-04-24,Unknown,,Marine Life Oceanarium,Died,1979-09-09,PNEUMONIA,1978-04-24,503.0,1
1373,1374,Bottlenose,NOA0000478,Sky,F,estimate,1975,Capture,1978-10-21,Unknown,,Marine Life Oceanarium,Died,1980-11-17,PNEUMONIA; LIVER DEGENERATION,1978-10-21,758.0,1
1374,1375,Bottlenose,NOA0000479,Magoo,M,estimate,1975,Capture,1978-10-21,Unknown,,Marine Life Oceanarium,Died,1986-10-17,MYCOTIC GRANULOMATOUS PNEUMONIA,1978-10-21,2918.0,1
1375,1376,Bottlenose,NOA0000481,Bashful,M,estimate,1973,Capture,1978-10-21,Unknown,,Marine Life Oceanarium,Died,2006-08-31,not reported - date and cause of death unknown,1978-10-21,10176.0,1
1376,1377,Bottlenose,NOA0000482,Cosmos,M,estimate,1974,Capture,1979-05-05,Unknown,,Marine Life Oceanarium,Died,1999-07-15,Heart failure,1979-05-05,7376.0,1
1377,1378,Bottlenose,NOA0000483,,F,estimate,1974,Capture,1979-05-05,Unknown,,Marine Life Oceanarium,Died,1979-06-13,HEMORRHAGIC PNEUMONIA,1979-05-05,39.0,1
1378,1379,Bottlenose,NOA0000484,Lani,F,estimate,1976,Capture,1979-05-11,Unknown,,Marine Life Oceanarium,Died,1985-12-16,TOXEMIA SEPTICEMIA DYSTOCIA,1979-05-11,2411.0,1
1379,1380,Bottlenose,NOA0000487,(Not Named),F,unknown,,Capture,1979-05-15,Unknown,,Marine Life Oceanarium,Died,1979-05-15,CAPTURE SHOCK,1979-05-15,0.0,1
1380,1381,Bottlenose,NOA0000488,Bandit,M,estimate,1976,Capture,1979-08-25,Unknown,,Marine Life Oceanarium,Died,1979-12-22,PNEUMONIA,1979-08-25,119.0,1
1381,1382,Bottlenose,NOA0000489,Leana,F,estimate,1975,Capture,1979-10-07,Unknown,,Marine Life Oceanarium,Died,1997-05-16,Pneumonia,1979-10-07,6431.0,1
1382,1383,Bottlenose,NOA0000490,Cleopatra,F,estimate,1975,Capture,1979-10-07,Unknown,,Marine Life Oceanarium,Died,1986-10-25,ULCERATIVE GASTRITIS,1979-10-07,2575.0,1
1383,1384,Bottlenose,NOA0000491,Noah,M,estimate,1973,Capture,1979-10-07,Unknown,,Marine Life Oceanarium,Died,1983-12-25,CHRONIC PLEURITIS AND ACUTE PNEUMONIA,1979-10-07,1540.0,1
1384,1385,Bottlenose,NOA0000492,Sampson,M,estimate,1975,Capture,1979-10-28,Unknown,,Marine Life Oceanarium,Died,1987-03-27,"CHRONIC ABSCESSING, PNEUMONIA",1979-10-28,2707.0,1
1385,1386,Bottlenose,NOA0000493,,F,unknown,,Capture,1979-10-28,Unknown,,Marine Life Oceanarium,Released,1979-11-05,,1979-10-28,8.0,1
1386,1387,Bottlenose,NOA0000494,Thor,M,estimate,1975,Capture,1979-10-28,Unknown,,Marine Life Oceanarium,Died,1987-06-18,ACUTE PNEUMONIA & PULMONARY EDEMA,1979-10-28,2790.0,1
1387,1388,Bottlenose,NOA0000496,Cooter,M,estimate,1976,Capture,1980-05-31,Unknown,,Marine Life Oceanarium,Died,1993-03-03,SEPTICEMIA,1980-05-31,4659.0,1
1388,1389,Bottlenose,NOA0000497,(Not Named),F,estimate,1979,Capture,1980-05-31,Unknown,,Marine Life Oceanarium,Died,1980-05-31,CAPTURE SHOCK,1980-05-31,0.0,1
1389,1390,Bottlenose,NOA0000498,Cindy,F,estimate,1977,Capture,1980-06-14,Unknown,,Marine Life Oceanarium,Died,1983-06-30,RESPIRATORY INFECTION/ASPHYXIATION,1980-06-14,1111.0,1
1392,1393,Bottlenose,NOA0000546,Jody,F,estimate,1978,Capture,1982-06-28,Unknown,,Marine Life Oceanarium,Died,1985-08-29,ACTIVE BRONCHOPHEUMONIA,1982-06-28,1158.0,1
1393,1394,Bottlenose,NOA0000547,Ginger,F,estimate,1978,Capture,1982-06-28,Unknown,,Marine Life Oceanarium,Released,1982-07-25,,1982-06-28,27.0,1
1394,1395,Bottlenose,NOA0000549,Shawna,F,estimate,1978,Capture,1982-08-02,Unknown,,Marine Life Oceanarium,Died,1988-06-08,PNEUMONIA,1982-08-02,2137.0,1
1396,1397,Bottlenose,NOA0000552,X,M,unknown,,Capture,1983-06-22,Unknown,,Marine Life Oceanarium,Released,1983-07-19,,1983-06-22,27.0,1
1397,1398,Bottlenose,NOA0000553,,F,unknown,,Capture,1983-08-23,Unknown,,Marine Life Oceanarium,Died,1983-08-28,PERACUTE PNEUMONIA,1983-08-23,5.0,1
1398,1399,Bottlenose,NOA0000555,X,F,estimate,1979,Capture,1983-08-23,Unknown,,Marine Life Oceanarium,Released,1983-09-29,,1983-08-23,37.0,1
1403,1404,Bottlenose,NOA0000586,Lea,F,estimate,1984,Capture,1987-08-20,Unknown,,Marine Life Oceanarium,Died,1993-03-07,LYMPHOSARCOMA,1987-08-20,2026.0,1
1405,1406,Bottlenose,NOA0000592,Erica,F,estimate,1985,Capture,1988-05-06,Unknown,,Marine Life Oceanarium,Died,1990-03-30,"HEMORRHAGIC ENTERITIS, PANCREATITIS",1988-05-06,693.0,1
1406,1407,Bottlenose,NOA0000594,Scoobie,M,estimate,1985,Capture,1988-05-11,Unknown,,Marine Life Oceanarium,Died,1997-09-25,Heart Failure,1988-05-11,3424.0,1
1407,1408,Bottlenose,NOA0000601,Katie,F,estimate,1986,Capture,1989-04-06,Unknown,,Marine Life Oceanarium,Died,1998-09-30,"Pneumonia; chronic, obstructive, bronchitis & tracheitis",1989-04-06,3464.0,1
1414,1415,Bottlenose,NOA0000565,Amber,F,estimate,1984,Capture,1986-07-16,Unknown,,Oklahoma City Zoological Trust,Died,1996-04-10,tracheitis,1986-07-16,3556.0,1
1416,1417,Bottlenose,NOA0000588,Sally G,F,estimate,1984,Capture,1987-09-03,Unknown,,Oklahoma City Zoological Trust,Died,1998-10-27,Acute pneumonia & Bacterial septicemia,1987-09-03,4072.0,1
1419,1420,Bottlenose,NOA0000464,Luke,M,estimate,1972,Capture,1975-10-19,Unknown,,Porpoise Island,Died,1983-08-11,Severe Gastric Ulceration,1975-10-19,2853.0,1
1420,1421,Bottlenose,NOA0000450,Marie,F,estimate,1960,Capture,1972-06-01,Unknown,,Seven Seas-Hawaii Kai,Died,1976-04-22,Hepatic Degeneration,1972-06-01,1421.0,1
1421,1422,Bottlenose,NOA0000451,Cheryl,F,estimate,1961,Capture,1972-06-01,Unknown,,Seven Seas-Hawaii Kai,Died,1976-04-20,Hepatic Degeneration,1972-06-01,1419.0,1
1422,1423,Bottlenose,NOA0000437,Punch,F,estimate,1965,Capture,1972-06-01,Unknown,,Six Flags Great Adventure,Died,1978-11-17,LUNG ABSCESS,1972-06-01,2360.0,1
1423,1424,Bottlenose,NOA0000445,Salty,M,estimate,1969,Capture,1972-06-01,Unknown,,Six Flags Great Adventure,Died,1978-04-03,"Stress, Anorexia",1972-06-01,2132.0,1
1424,1425,Bottlenose,NOA0000568,Windy,F,estimate,1984,Capture,1986-07-24,Unknown,,Six Flags Mid America,Died,1991-05-16,Acute Interstitial Pneumonia,1986-07-24,1757.0,1
1425,1426,Bottlenose,NOA0000584,Nikki,F,estimate,1984,Capture,1987-08-19,Unknown,,Worlds of Fun,Died,1996-04-14,undetermined,1987-08-19,3161.0,1
1426,1427,Bottlenose,NOA0001269,Stormy,F,estimate,1978,Capture,1981-10-28,Unknown,,Marine Life Aquarium,Died,1984-11-30,PNEUMONIA,1981-10-28,1129.0,1
1427,1428,Bottlenose,NOA0001270,Misty,F,estimate,1978,Capture,1981-11-08,Unknown,,Marine Life Aquarium,Died,1983-12-02,PNEUMONIA,1981-11-08,754.0,1
1431,1432,Bottlenose,NOA0001427,,F,unknown,,Capture,1979-06-04,Unknown,,Marine World Africa USA,Released,1979-07-03,,1979-06-04,29.0,1
1432,1433,Bottlenose,NOA0001428,(None),F,unknown,,Capture,1979-08-20,Unknown,,Marine World Africa USA,Died,1979-08-20,DROWNING,1979-08-20,0.0,1
1458,1459,Short-Finned Pilot Whale,NOA0001459,,F,estimate,1963,Capture,1972-11-15,Unknown,,Marine World Africa USA,Died,1977-09-07,SEPTICEMIA,1972-11-15,1757.0,1
1459,1460,Killer Whale; Orca,NOA0001460,Bonnie,F,estimate,1964,Capture,1968-05-09,Unknown,,Marine World Africa USA,Died,1968-08-15,Heart failure,1968-05-09,98.0,1
1460,1461,Killer Whale; Orca,NOA0001461,Nepo,M,estimate,1966,Capture,1969-12-15,Unknown,,Marine World Africa USA,Died,1980-07-10,ACUTE BRONCHOPNEUMONIA,1969-12-15,3860.0,1
1466,1467,Killer Whale; Orca,NOA0001462,Yaka,F,estimate,1965,Capture,1969-12-15,Unknown,,Marine World Africa USA,Died,1997-10-29,Pleuritis/Pneumonia from upper respiratory infection,1969-12-15,10180.0,1
1467,1468,Killer Whale; Orca,NOA0001484,Vigga,F,estimate,1977,Capture,1980-11-19,Unknown,,Six Flags Marine World,Died,2000-08-14,"heart failure,brain/lung abscess,pneumonia",1980-11-19,7208.0,1
1469,1470,Bottlenose,NOA0003160,Billi Bob,M,unknown,,Capture,1970-12-03,Unknown,,Marineland Amusements Corporation,Died,1983-05-17,LUNG ABSCESS SEPSIS. SENILITY,1970-12-03,4548.0,1
1470,1471,Bottlenose,NOA0003161,Grid Eye,F,unknown,,Capture,1971-01-05,Unknown,,Marineland Amusements Corporation,Died,1983-11-10,OPEN DIAGNOSIS SENILITY,1971-01-05,4692.0,1
1472,1473,Pacific White-Sided,NOA0003163,Kathy,F,unknown,,Capture,1966-03-25,Unknown,,Marineland Amusements Corporation,Died,1984-07-31,BRONCHOPNEUMONIA; SENILITY,1966-03-25,6703.0,1
1473,1474,Pacific White-Sided,NOA0003164,Shorty,M,unknown,,Capture,1972-11-19,Unknown,,Marineland Amusements Corporation,Died,1984-03-16,PNEUMONIA,1972-11-19,4135.0,1
1477,1478,Bottlenose,NOA0003170,Leilani,F,unknown,,Capture,1983-06-22,Unknown,,Marineland Amusements Corporation,Died,1985-07-01,PNEUMONIA,1983-06-22,740.0,1
1481,1482,Bottlenose,NOA0004602,Unnamed,F,unknown,,Capture,1972-09-19,Unknown,,Marineland of Florida,Died,1973-12-19,UNKNOWN,1972-09-19,456.0,1
1482,1483,Common; Saddleback,NOA0003548,Champion,M,estimate,1980,Rescue,1986-01-13,Unknown,,Miami Seaquarium,Died,1991-06-26,PERACUTE SEPTICEMIA,1986-01-13,1990.0,1
1483,1484,Long-Finned Pilot Whale,NOA0003547,Christmas Cookie,M,estimate,1986,Rescue,1986-12-19,Unknown,,Miami Seaquarium,Died,1991-07-02,"LEUKOPENIA, RENAL AND HEPATIC FAILURE",1986-12-19,1656.0,1
1484,1485,Killer Whale; Orca,NOA0003419,Hugo,M,estimate,1965,Capture,1967-03-22,Unknown,,Miami Seaquarium,Died,1980-03-04,ANEURYSM CEREBRAL ARTERY,1967-03-22,4731.0,1
1489,1490,Bottlenose,NOA0003425,Butterball,F,estimate,1968,Capture,1970-04-16,Unknown,,Miami Seaquarium,Died,1991-05-14,HEPATIC DISEASE; CIRRHOSIS AND PNEUMONIA,1970-04-16,7698.0,1
1490,1491,Bottlenose,NOA0003426,Cathy,F,estimate,1967,Capture,1971-11-02,Unknown,,Miami Seaquarium,Died,2011-08-21,age-related; nephrosclerosis/pheochromacytoma,1971-11-02,14537.0,1
1491,1492,Bottlenose,NOA0003427,Pancho,M,estimate,1970,Capture,1972-07-11,Unknown,,Miami Seaquarium,Died,1982-01-17,PERITONITIS,1972-07-11,3477.0,1
1492,1493,Bottlenose,NOA0003428,Pedro,M,estimate,1969,Capture,1972-07-10,Unknown,,Miami Seaquarium,Died,1982-07-27,SEPTICEMIA,1972-07-10,3669.0,1
1493,1494,Bottlenose,NOA0003429,Rene,F,estimate,1969,Capture,1972-12-14,Unknown,,Miami Seaquarium,Died,1999-07-03,Pulmonary & Hepatic failure w/metabolic complications,1972-12-14,9697.0,1
1494,1495,Bottlenose,NOA0003430,Nosey,F,estimate,1968,Capture,1971-11-02,Unknown,,Miami Seaquarium,Died,2009-01-06,squamous cell carcinoma,1971-11-02,13580.0,1
1495,1496,Bottlenose,NOA0003431,Melissa,F,estimate,1968,Capture,1972-12-14,Unknown,,Miami Seaquarium,Died,2002-02-02,Euthanasia: Life threatening condition involvingpain/suffering,1972-12-14,10642.0,1
1496,1497,Bottlenose,NOA0003432,Sharky,F,estimate,1972,Capture,1975-05-12,Unknown,,Miami Seaquarium,Died,1992-10-12,BRONCHOPNEUMONIA,1975-05-12,6363.0,1
1497,1498,Bottlenose,NOA0003433,Papi (Charlie),M,estimate,1968,Capture,1975-05-13,Unknown,,Miami Seaquarium,Died,1991-05-21,PNEUMONIA; ACUTE CENTRILOBULAR HEPATIC,1975-05-13,5852.0,1
1498,1499,Bottlenose,NOA0003434,Hollywood,F,estimate,1970,Capture,1975-05-19,Unknown,,Miami Seaquarium,Died,2010-09-15,squamous cell carcinoma,1975-05-19,12903.0,1
1501,1502,Bottlenose,NOA0003438,Flippy,M,estimate,1960,Capture,1960-06-01,Unknown,,Miami Seaquarium,Died,1979-12-30,UREMIC TOXEMIA,1960-06-01,7151.0,1
1506,1507,Bottlenose,NOA0003443,Dink,F,estimate,1961,Capture,1967-11-12,Unknown,,Miami Seaquarium,Died,1977-04-30,CONGESTIVE HEART FAILURE,1967-11-12,3457.0,1
1507,1508,Bottlenose,NOA0003444,Baby Dee,F,estimate,1969,Capture,1972-05-04,Unknown,,Miami Seaquarium,Died,1977-01-21,GASTROENTERITIS,1972-05-04,1723.0,1
1509,1510,Bottlenose,NOA0003446,Maya (She),F,estimate,1968,Capture,1972-07-15,Unknown,,Miami Seaquarium,Died,1976-05-25,SEPTICEMIA; STAPHLYCOCCUS AUREUS,1972-07-15,1410.0,1
1510,1511,Bottlenose,NOA0003447,,F,estimate,1952,Capture,1956-05-05,Unknown,,Miami Seaquarium,Died,1976-05-25,TOXIC HEPATITIS,1956-05-05,7325.0,1
1511,1512,Bottlenose,NOA0003448,Demon,F,estimate,1970,Capture,1972-12-15,Unknown,,Miami Seaquarium,Died,1976-05-02,MENINGITIS,1972-12-15,1234.0,1
1514,1515,Bottlenose,NOA0003451,Stripes,F,estimate,1968,Capture,1971-06-01,Unknown,,Miami Seaquarium,Died,1974-08-16,CHRONIC CONGESTIVE HEART FAILURE,1971-06-01,1172.0,1
1515,1516,Bottlenose,NOA0003453,Patty,F,estimate,1960,Capture,1972-06-01,Unknown,,Miami Seaquarium,Died,1974-02-04,PERICARDITIS,1972-06-01,613.0,1
1517,1518,Bottlenose,NOA0003455,Sonny Boy,M,estimate,1961,Capture,1964-08-04,Unknown,,Miami Seaquarium,Died,1973-10-08,HEPATIC DISEASE,1964-08-04,3352.0,1
1518,1519,Bottlenose,NOA0003456,Sidra,F,estimate,1970,Capture,1972-06-01,Unknown,,Miami Seaquarium,Died,1973-10-01,"LIVER, LUNG, KIDNEY & GASTRIC PARASITISM",1972-06-01,487.0,1
1519,1520,Bottlenose,NOA0003457,Sonny,M,unknown,,Capture,1972-06-01,Unknown,,Miami Seaquarium,Died,1973-06-04,"PNEUMONIA (AT WILLOW GROVE, PA)",1972-06-01,368.0,1
1520,1521,Bottlenose,NOA0003458,Zip,M,estimate,1961,Capture,1962-06-01,Unknown,,Miami Seaquarium,Died,1973-08-30,PNEUMONIA; ASPIRATION,1962-06-01,4108.0,1
1521,1522,Bottlenose,NOA0003478,Lilman,M,estimate,1976,Capture,1980-10-30,Unknown,,Miami Seaquarium,Died,1994-12-28,MASSIVE INTESTINAL VOLVULUS -ENDOTOXEMIA,1980-10-30,5172.0,1
1522,1523,Bottlenose,NOA0003479,Dusky,F,estimate,1975,Capture,1980-10-31,Unknown,,Miami Seaquarium,Died,1987-04-16,TERMINAL SEPTICEMIA,1980-10-31,2358.0,1
1535,1536,Pacific White-Sided,NOA0003535,Maki,F,estimate,1983,Capture,1988-10-26,Unknown,,Miami Seaquarium,Died,2004-12-10,"Sepsis, from momentum contusion",1988-10-26,5889.0,1
1536,1537,Pacific White-Sided,NOA0003536,Hokulani,F,estimate,1983,Capture,1988-11-02,Unknown,,Miami Seaquarium,Died,1994-01-29,PERACUTE SEPTICEMIA (SUSPECT ERYSIPELAS),1988-11-02,1914.0,1
1546,1547,Bottlenose,NOA0003564,April,F,estimate,1968,Capture,1970-04-14,Unknown,,Miami Seaquarium,Died,2008-01-08,multi-organ geriatric failure; histologically degenerativecardiac failure,1970-04-14,13783.0,1
1556,1557,Bottlenose,NOA0001330,Vince,M,estimate,1974,Capture,1978-04-22,Unknown,,Minnesota Zoological Garden,Died,1980-03-08,,1978-04-22,686.0,1
1557,1558,Bottlenose,NOA0001331,Mindy,F,estimate,1974,Capture,1978-04-22,Unknown,,Minnesota Zoological Garden,Died,1999-09-20,Euthanasia: Life threatening condition involvingpain/suffering,1978-04-22,7821.0,1
1558,1559,Beluga Whale,NOA0001332,Nukilik,M,estimate,1969,Capture,1977-07-31,Unknown,,Minnesota Zoological Garden,Died,1990-07-16,Euthanasia: Life threatening condition involvingpain/suffering,1977-07-31,4733.0,1
1559,1560,Beluga Whale,NOA0001333,Anana,F,estimate,1974,Capture,1977-08-11,Unknown,,Minnesota Zoological Garden,Died,1989-06-12,CARDIOPLUMONARY COLLAPSE,1977-08-11,4323.0,1
1560,1561,Bottlenose,NOA0001334,Rio,F,estimate,1970,Capture,1975-05-20,Unknown,,Minnesota Zoological Garden,Died,2006-03-06,"undetermined based on necropsy, histology and pathology",1975-05-20,11248.0,1
1564,1565,Spinner,NOA0006224,Harley,F,estimate,2003,Rescue,2004-04-20,Unknown,,Mote Marine Laboratory,Died,2011-09-23,septicemia,2004-04-20,2712.0,1
1565,1566,Bottlenose,NOA0001101,Misty,F,estimate,1977,Capture,1980-06-14,Unknown,,Mystic Aquarium,Died,2001-03-15,"Pyelonephritis, Hepatomegaly, Pulmonary Edema",1980-06-14,7579.0,1
1566,1567,Bottlenose,NOA0001083,Nina,F,estimate,1981,Capture,1984-09-05,Unknown,,Mystic Aquarium,Died,1999-10-10,malignant adrenal pheochromocytoma,1984-09-05,5513.0,1
